City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Cheney,US,47.4874,-117.5758,39.54,90,100,6.91,overcast clouds
698,Tagab,AF,34.855,69.6492,36.41,66,51,0.89,broken clouds
699,Kokkola,FI,63.8385,23.1307,26.76,93,20,10.36,few clouds
700,Singleton,AU,-32.5667,151.1833,76.78,47,43,14.7,scattered clouds
701,Tornio,FI,65.8481,24.1466,26.62,96,90,12.66,overcast clouds
702,Lingao,CN,19.9103,109.6859,67.05,74,24,17.49,few clouds
703,Flin Flon,CA,54.7682,-101.865,-1.16,97,100,5.19,overcast clouds
704,Mamallapuram,IN,12.6264,80.1722,80.06,73,91,7.81,overcast clouds
705,Fecamp,FR,49.7579,0.3746,49.71,85,100,29.86,overcast clouds
706,Tazmalt,DZ,36.3868,4.3989,48.69,96,100,4.61,overcast clouds
707,Khatassy,RU,61.9036,129.6383,-27.02,96,97,1.16,overcast clouds
708,Alanya,TR,36.5438,31.9998,50.04,46,99,6.42,overcast clouds
709,Stephenville,US,32.2207,-98.2023,38.19,52,0,4.61,clear sky
710,Atlantic Beach,US,30.3344,-81.3987,54.09,83,100,1.99,overcast clouds
711,Hailey,US,43.5196,-114.3153,22.84,78,84,7.0,broken clouds
712,Stulovo,RU,58.7225,50.1439,14.99,98,99,4.9,overcast clouds
713,Awjilah,LY,29.1081,21.2869,53.94,52,0,6.96,clear sky
714,Kiunga,PG,-6.1219,141.2906,91.18,50,83,2.68,broken clouds
715,Ola,RU,59.5833,151.2833,12.15,70,36,11.32,scattered clouds
716,Kayerkan,RU,69.3497,87.7602,-14.94,98,97,2.48,overcast clouds
717,Kununurra,AU,-15.7667,128.7333,85.98,74,40,1.14,scattered clouds
718,Ugoofaaru,MV,5.6667,73.0,81.03,65,90,7.2,overcast clouds
719,Grand Gaube,MU,-20.0064,57.6608,79.38,78,100,5.99,overcast clouds
720,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,55,0,2.3,clear sky
721,Bilma,NE,18.6853,12.9164,56.91,22,0,8.66,clear sky
722,El Sauzal,MX,31.9,-116.6833,57.42,49,8,3.8,clear sky
723,Kanniyakumari,IN,8.0833,77.5667,77.81,81,61,14.83,broken clouds
724,Tiarei,PF,-17.5333,-149.3333,86.02,75,13,19.93,light rain
725,Hualmay,PE,-11.0964,-77.6139,70.03,83,100,8.61,overcast clouds
726,Kigoma,TZ,-4.8769,29.6267,70.63,84,99,3.18,light rain
727,Radford,US,37.1318,-80.5764,26.85,70,0,0.0,clear sky
728,Batagay-Alyta,RU,67.8006,130.4114,-21.86,98,100,3.04,overcast clouds
729,Kotma,IN,23.2,81.9667,49.41,50,3,2.37,clear sky
730,Ushtobe,KZ,45.2514,77.9838,14.63,78,4,9.04,clear sky
731,Banki,IN,20.3833,85.5333,57.31,36,10,2.46,clear sky
732,Spassk,RU,52.747,87.7545,0.91,99,89,3.62,overcast clouds
733,Sestri Levante,IT,44.2732,9.3968,53.06,85,0,4.59,clear sky
734,Santiago De Cuba,CU,20.0247,-75.8219,76.51,82,45,4.16,scattered clouds
735,Sakaiminato,JP,35.55,133.2333,33.78,75,75,12.66,broken clouds
736,Yatou,CN,37.15,122.3833,33.35,41,100,13.58,overcast clouds
737,Tena,EC,-0.9833,-77.8167,70.72,98,100,2.01,moderate rain
738,Konstantinovka,RU,49.6167,127.9833,0.39,86,12,4.34,few clouds
739,Estelle,US,29.8458,-90.1067,46.4,60,0,0.0,clear sky
740,Priyutnoye,RU,46.1011,43.5072,26.64,81,10,9.66,clear sky
741,Honjo,JP,36.2333,139.1833,43.57,23,50,7.36,scattered clouds
742,Mareeba,AU,-17.0,145.4333,84.67,72,25,4.03,scattered clouds
743,Bereznehuvate,UA,47.3078,32.8499,33.42,90,100,12.71,overcast clouds
744,Arukutti,IN,9.8667,76.35,71.58,76,37,3.04,scattered clouds
745,Akyab,MM,20.15,92.9,66.97,83,99,8.19,overcast clouds
746,Priiskovyy,RU,51.9333,116.6333,-7.28,95,66,1.54,broken clouds
747,Aojiang,CN,22.9421,116.0359,57.02,70,100,18.05,overcast clouds
748,Bastrop,US,32.7562,-91.8724,37.08,83,0,3.96,clear sky
749,Sao Filipe,CV,14.8961,-24.4956,73.08,73,0,9.24,clear sky
750,Praia,CV,14.9215,-23.5087,70.34,83,0,14.97,clear sky
751,Lorengau,PG,-2.0226,147.2712,84.31,71,100,8.57,overcast clouds
752,Tabuk,PH,17.4189,121.4443,69.55,93,100,2.04,overcast clouds
753,Leh,IN,34.1667,77.5833,0.86,78,100,2.08,overcast clouds
754,Morant Bay,JM,17.8815,-76.4093,78.42,64,33,8.59,scattered clouds
755,Chipata,ZM,-13.6333,32.65,63.59,95,100,1.66,light rain
756,Santa Cruz Del Norte,CU,23.1539,-81.9236,73.72,71,58,14.07,broken clouds
757,Brainerd,US,46.358,-94.2008,18.23,67,100,0.0,overcast clouds
758,Goure,NE,13.9835,10.2704,62.02,17,0,9.31,clear sky
759,Zhicheng,CN,30.2956,111.5047,36.45,79,100,7.76,overcast clouds
760,Solwezi,ZM,-12.1688,26.3894,59.74,98,100,3.78,overcast clouds
761,Nizhniy Kuranakh,RU,58.8353,125.4869,-1.93,93,100,2.82,overcast clouds
762,Labrea,BR,-7.2586,-64.7981,70.74,98,98,1.81,overcast clouds
763,Gizo,SB,-8.103,156.8419,86.2,70,100,8.9,overcast clouds
764,Barguzin,RU,53.6167,109.6167,7.09,97,98,1.16,overcast clouds
